employee_id,age,gender,education,department,job_level,years_at_company,years_in_current_role,monthly_salary,overtime_hours_monthly,num_projects_completed,performance_rating,training_hours_yearly,work_life_balance_score,distance_from_home_km,num_companies_worked,job_satisfaction,relationship_with_manager,stock_option_level,attrition
8222,32.0,Female,Bachelor,HR,1,4.1,1.3,3902.94,7,6,4,23.8,2,29.4,6,5,5,0,0
8223,34.0,Female,PhD,Operations,3,1.9,1.9,6454.95,8,5,4,48.8,4,3.5,1,5,4,0,0
8224,30.0,Male,PhD,IT,2,2.2,1.4,6235.05,3,10,5,41.0,4,6.7,2,3,3,2,1
8225,40.0,Female,Bachelor,Finance,2,1.7,1.7,4547.36,10,6,4,28.4,5,8.3,3,4,3,3,0
8226,33.0,Female,Master,IT,2,1.4,0.0,10387.595000000001,11,5,3,55.1,3,2.5,3,5,4,2,0
8227,33.0,Female,Bachelor,Legal,2,6.3,2.6,5316.65,9,6,5,61.8,3,18.9,0,3,2,0,0
8228,54.0,Female,Bachelor,Marketing,1,6.6,1.0,6611.69,9,6,4,22.8,4,29.1,3,4,4,0,0
8229,22.0,Female,Master,Operations,4,10.0,10.0,4013.22,6,3,5,10.0,4,4.8,1,3,4,2,0
8230,35.0,Male,Bachelor,Sales,1,16.3,2.4,5346.36,8,9,4,35.5,3,44.1,2,5,3,0,0
8231,23.0,Female,High School,HR,3,2.7,2.7,4171.32,9,4,4,43.2,5,18.2,1,3,1,0,0
8232,41.0,Male,High School,Marketing,2,8.8,2.1,9682.74,9,6,4,31.3,1,31.2,2,2,4,1,0
8233,44.0,Male,Master,HR,2,8.6,3.5,5635.11,4,6,2,31.5,3,26.5,1,4,3,1,0
8234,53.0,Male,Bachelor,Engineering,4,0.1,0.1,7067.49,8,8,5,19.8,4,7.2,1,4,5,1,0
8235,38.0,Female,High School,IT,1,1.1,1.1,5962.76,7,10,1,35.7,4,15.6,3,5,2,1,0
8236,45.0,Male,Bachelor,Finance,2,8.3,0.0,10387.595000000001,10,9,3,27.9,4,13.5,2,4,3,0,1
8237,45.0,Female,Master,HR,1,1.5,1.5,8119.17,6,4,4,45.8,3,8.8,4,2,3,1,0
8238,36.0,Female,Master,Sales,4,3.4,3.4,8137.53,9,4,5,50.6,3,13.7,6,5,2,1,0
8239,47.0,Female,Master,Engineering,1,5.5,2.3,3817.57,9,8,4,39.3,3,2.5,2,1,4,0,0
8240,41.0,Male,Master,HR,2,1.9,1.9,4379.09,6,7,4,33.6,3,5.5,3,3,5,1,0
8241,56.0,Male,Bachelor,Marketing,2,2.2,2.2,5631.28,10,3,2,51.6,2,7.2,1,4,4,0,0
8242,56.0,Male,Master,HR,4,9.9,1.6,9807.73,5,10,2,50.8,4,15.0,0,4,3,3,0
8243,43.0,Female,Bachelor,Operations,2,0.4,0.4,7993.65,6,6,3,74.7,5,10.2,4,2,3,1,0
8244,30.0,Female,Bachelor,Sales,1,1.6,0.5,2390.5,11,7,2,17.0,4,2.7,3,3,5,1,0
8245,33.0,Female,High School,Legal,2,1.5,1.5,4570.34,10,10,3,29.8,2,6.3,2,4,4,0,0
8246,24.0,Female,Master,Marketing,3,2.7,0.4,4782.67,4,4,5,37.0,3,21.5,3,3,4,1,0
8247,57.0,Male,Bachelor,IT,1,0.2,0.2,6864.22,9,3,3,53.0,4,8.9,2,3,3,2,0
8248,27.0,Male,High School,HR,1,0.5,0.5,4040.33,6,7,4,62.1,4,28.1,1,4,4,1,0
8249,39.0,Female,Bachelor,Operations,5,1.6,1.6,7674.74,10,6,5,59.1,4,5.7,3,3,1,1,0
8250,45.0,Female,Master,Legal,1,0.4,0.2,4892.16,3,7,5,37.0,3,27.3,2,4,3,0,0
8251,44.0,Male,Master,Sales,2,1.4,0.2,5596.36,7,10,4,50.5,2,0.1,4,4,2,1,0
8252,54.0,Male,Bachelor,Marketing,2,0.8,0.6,6948.37,6,5,5,22.3,4,44.45,1,4,3,3,1
8253,42.0,Female,Master,Engineering,5,6.7,4.5,6387.92,8,8,2,55.8,3,34.5,4,4,4,1,0
8254,42.0,Male,PhD,Finance,4,2.0,0.9,3204.14,13,7,3,42.3,3,10.6,2,1,3,1,0
8255,44.0,Female,Master,Finance,2,6.1,0.1,5850.48,4,6,4,44.7,4,3.5,1,4,3,1,0
8256,50.0,Male,Bachelor,Marketing,1,1.6,0.5,9134.08,2,5,2,38.4,3,5.0,2,5,4,2,0
8257,36.0,Female,Master,Finance,2,2.2,2.1,3290.32,9,8,3,66.2,3,8.2,1,5,4,0,0
8258,27.0,Male,Bachelor,IT,1,3.9,2.7,10387.595000000001,10,7,3,46.2,3,27.4,2,3,4,0,1
8259,42.0,Female,Bachelor,Sales,2,1.2,0.7,3212.73,8,5,3,29.0,5,22.5,3,5,2,0,0
8260,45.0,Female,Master,Engineering,2,19.3,4.8,3161.0,6,6,3,33.4,5,4.7,4,2,4,0,1
8261,57.0,Male,Master,Sales,1,3.8,1.5,6212.19,5,10,3,36.0,5,12.5,1,3,4,3,0
8262,29.0,Female,Master,Finance,1,4.4,4.4,5802.55,12,6,4,36.1,3,1.6,4,3,4,1,0
8263,37.0,Male,Bachelor,Marketing,1,0.2,0.2,3224.55,8,3,2,62.3,1,17.5,4,1,3,1,0
8264,40.0,Female,Bachelor,Legal,2,4.1,3.6,4542.69,7,4,3,32.1,4,28.6,4,3,2,0,1
8265,45.0,Female,Bachelor,Engineering,4,2.4,1.8,4480.71,9,7,3,25.8,3,25.4,3,4,4,1,0
8266,58.0,Female,Bachelor,Sales,1,0.4,0.4,4131.18,8,3,3,31.0,3,44.45,6,3,3,0,1
8267,57.0,Female,Master,IT,2,0.8,0.8,5256.81,11,3,3,45.3,1,4.0,1,3,4,1,0
8268,41.0,Female,Master,IT,5,10.2,0.1,4216.71,11,6,3,32.4,5,2.1,1,3,3,1,0
8269,48.0,Female,Bachelor,Operations,2,0.8,0.8,6276.47,11,6,4,38.7,3,5.6,2,5,4,0,0
8270,46.0,Male,Bachelor,HR,5,0.4,0.4,5127.81,9,4,2,39.1,4,1.6,2,2,3,0,0
8271,55.0,Female,Master,Finance,2,2.4,2.4,8583.4,8,3,4,41.0,3,35.7,0,3,4,0,0
8272,49.0,Male,High School,Sales,3,3.4,3.4,4216.24,9,10,2,58.5,2,17.9,2,3,4,3,1
8273,49.0,Female,Bachelor,Marketing,2,4.6,0.8,3357.68,9,9,4,25.5,3,27.0,1,1,5,2,0
8274,24.0,Female,Bachelor,IT,3,0.0,0.0,6521.87,11,5,3,43.3,5,2.5,1,3,5,1,0
8275,50.0,Female,Bachelor,Finance,2,8.7,0.3,5690.23,8,2,4,34.4,5,43.5,2,4,2,2,0
8276,47.0,Female,Bachelor,Sales,1,1.4,1.4,5018.96,0,7,3,31.7,3,23.3,3,3,4,1,0
8277,50.0,Male,Bachelor,Finance,3,3.3,3.2,5245.92,7,5,3,22.4,3,10.5,5,4,2,0,0
8278,26.0,Male,Bachelor,Sales,4,1.9,1.9,2418.19,13,2,3,63.7,3,26.6,5,3,5,0,0
8279,40.0,Female,Master,Finance,1,0.2,0.2,5863.45,11,9,3,49.2,4,2.3,1,4,3,0,0
8280,51.0,Male,Master,Legal,1,9.1,4.5,3467.98,13,7,2,39.5,3,1.3,3,1,4,0,0
8281,49.0,Male,Bachelor,HR,2,9.9,2.3,3725.35,1,5,4,40.1,2,19.3,2,2,4,1,0
8282,39.0,Non-binary,Bachelor,Operations,1,3.7,2.4,5930.17,7,4,4,58.2,3,27.8,2,3,3,1,0
8283,58.0,Female,PhD,Marketing,2,10.9,1.3,4129.62,11,3,4,52.0,3,6.6,2,1,3,1,0
8284,26.0,Male,Bachelor,Operations,2,16.1,4.5,4248.05,8,5,3,58.6,1,13.3,2,3,4,0,0
8285,35.0,Female,Master,Marketing,2,12.4,3.4,5208.93,7,2,3,55.5,1,39.5,3,4,4,3,0
8286,25.0,Female,High School,Operations,1,1.6,0.5,3175.76,4,8,4,41.8,4,23.2,2,4,4,0,0
8287,30.0,Male,Bachelor,Operations,3,5.4,0.7,5654.22,7,5,2,30.6,2,1.2,1,4,5,1,0
8288,46.0,Female,Bachelor,HR,2,0.0,0.0,7967.89,5,6,4,39.4,4,2.8,2,5,4,0,0
8289,37.0,Female,PhD,IT,2,6.3,4.1,3075.88,6,4,2,33.7,4,13.7,3,3,5,2,0
8290,49.0,Female,Bachelor,Finance,2,0.8,0.8,4287.07,6,6,1,28.3,3,4.7,2,3,4,1,0
8291,61.0,Female,Master,Sales,5,3.7,3.7,5049.58,14,5,4,17.1,4,14.6,2,4,3,0,0
8292,47.0,Male,Bachelor,Engineering,3,7.0,4.0,3752.28,5,7,3,45.5,3,8.8,2,4,4,3,1
8293,26.0,Male,Bachelor,Engineering,2,6.1,3.4,4274.96,8,4,2,12.0,3,9.9,1,3,3,1,0
8294,60.0,Female,Bachelor,Legal,2,20.6,0.2,6175.42,7,5,5,51.2,4,23.8,0,3,4,2,0
8295,39.0,Non-binary,High School,Sales,2,5.2,1.4,5679.72,13,9,3,40.1,2,2.6,0,1,2,0,0
8296,49.0,Male,Master,Legal,1,7.8,4.0,4030.12,12,9,4,30.1,3,4.6,3,4,2,0,0
8297,45.0,Female,Bachelor,Operations,1,3.4,3.1,7532.91,6,8,4,49.6,5,0.7,4,2,4,1,0
8298,31.0,Female,Master,Operations,3,2.0,2.0,4273.49,6,6,4,26.9,3,18.4,2,5,3,2,0
8299,60.0,Female,High School,IT,1,0.7,0.7,6444.09,5,7,2,33.9,3,5.6,3,4,4,1,0
8300,61.0,Female,Master,Marketing,2,1.9,0.0,4080.53,10,6,3,50.9,4,6.3,2,4,3,0,0
8301,44.0,Female,Bachelor,HR,3,0.6,0.6,4118.23,12,2,4,37.0,2,21.3,3,3,3,0,0
8302,52.0,Male,Bachelor,Operations,1,1.3,1.3,4017.55,8,6,1,39.5,4,14.7,4,3,3,0,0
8303,60.0,Female,Master,HR,5,0.4,0.4,2486.34,8,4,3,10.4,4,26.6,3,4,5,2,1
8304,61.0,Male,Bachelor,IT,3,2.1,0.2,3962.88,19,12,2,22.9,1,1.8,3,3,1,1,0
8305,23.0,Male,Master,IT,2,0.9,0.9,5720.64,7,5,3,47.3,5,29.6,1,4,5,1,0
8306,50.0,Male,PhD,Legal,2,17.3,0.0,3452.85,7,3,4,22.4,4,18.4,5,1,4,0,0
8307,26.0,Male,Bachelor,HR,5,2.3,0.2,3973.63,5,3,4,48.3,2,2.3,3,1,3,1,0
8308,37.0,Male,PhD,Finance,1,3.8,0.0,5088.56,9,8,4,61.2,2,17.8,7,4,4,2,0
8309,23.0,Male,Bachelor,Marketing,2,3.9,1.5,5533.25,13,9,4,56.3,2,31.4,3,5,4,2,0
8310,42.0,Male,Master,IT,1,4.0,3.2,1816.88,12,1,1,25.6,4,28.6,2,1,2,0,0
8311,49.0,Male,Bachelor,Engineering,3,0.6,0.6,3663.71,12,6,4,49.5,3,5.7,2,5,5,0,0
8312,39.0,Female,Bachelor,Finance,2,5.3,1.7,5341.83,6,9,3,41.0,2,44.45,0,4,3,2,0
8313,43.0,Female,Bachelor,Engineering,1,0.2,0.2,5626.38,5,2,4,50.4,4,8.3,5,2,3,1,0
8314,37.0,Male,Bachelor,Engineering,2,14.8,2.1,4674.66,5,4,1,69.3,4,5.2,0,4,3,0,0
8315,39.0,Female,Bachelor,Finance,3,1.1,1.1,4575.76,5,11,1,45.9,1,10.3,3,3,4,3,1
8316,44.0,Female,Master,Sales,3,5.6,3.9,4807.3,8,5,3,49.5,1,2.8,3,5,3,2,0
8317,37.0,Female,Bachelor,IT,2,0.2,0.2,4249.55,6,3,4,50.1,1,18.6,2,4,3,0,0
8318,56.0,Female,Bachelor,IT,2,4.0,0.5,2822.15,12,7,2,15.9,5,0.3,0,1,2,0,0
8319,29.0,Male,Bachelor,IT,4,16.6,0.2,2835.99,8,8,3,53.3,1,4.1,2,4,3,0,0
8320,57.0,Female,Master,HR,2,5.4,2.5,2883.69,9,6,5,15.9,4,33.6,2,3,5,3,0
8321,51.0,Male,Bachelor,Marketing,2,0.4,0.1,3245.29,8,2,4,47.9,2,38.5,4,1,3,0,0
8322,27.0,Male,Master,Operations,3,4.4,4.4,3810.81,8,5,2,50.0,3,12.8,2,2,4,2,0
8323,34.0,Male,Master,Legal,3,3.0,3.0,10387.595000000001,7,9,3,12.6,4,36.6,5,4,3,2,0
8324,46.0,Female,Bachelor,Finance,3,0.3,0.3,2153.64,9,5,4,41.8,4,35.3,1,3,2,1,0
8325,46.0,Male,Bachelor,Legal,4,3.8,3.8,3587.83,4,4,4,36.2,5,29.5,4,5,1,2,0
8326,36.0,Female,High School,Marketing,1,2.7,2.7,5243.24,9,5,3,45.2,3,23.5,3,3,4,3,0
8327,55.0,Female,PhD,Legal,1,3.9,3.9,3716.23,8,2,3,0.0,3,0.3,3,1,4,0,0
8328,43.0,Female,Master,IT,3,3.5,1.8,2273.29,9,5,3,45.5,4,0.6,0,5,4,2,0
8329,56.0,Female,Master,Engineering,1,1.7,0.5,7039.77,6,13,4,56.9,5,17.1,2,1,5,3,0
8330,44.0,Female,Master,Operations,2,1.3,1.3,2270.98,8,4,4,35.7,5,1.6,1,3,4,3,0
8331,30.0,Male,Master,Engineering,2,8.3,7.9,7058.41,9,8,3,48.4,5,11.3,1,5,5,0,0
8332,41.0,Male,High School,Engineering,5,19.9,1.2,3761.99,5,8,4,51.6,3,17.2,2,3,4,0,0
8333,37.0,Male,High School,IT,1,3.7,3.7,8925.41,5,10,3,36.4,5,19.9,3,4,4,2,0
8334,37.0,Female,High School,Engineering,2,9.6,1.8,5033.81,11,6,2,30.6,3,10.4,4,4,3,3,0
8335,42.0,Male,High School,Operations,2,7.9,1.3,3784.02,9,9,4,43.6,3,1.9,3,4,4,2,0
8336,58.0,Male,Bachelor,Sales,2,6.3,6.0,6673.59,7,6,3,51.2,3,41.0,0,4,4,1,0
8337,59.0,Male,Bachelor,Operations,2,3.1,0.1,3296.17,3,12,1,51.5,4,23.6,3,5,4,0,1
8338,46.0,Female,Master,Engineering,5,0.7,0.7,7413.09,7,6,5,52.1,4,3.4,1,4,3,0,0
8339,58.0,Male,Bachelor,HR,2,1.2,1.0,6868.01,6,8,4,43.1,1,1.0,2,4,3,0,0
8340,30.0,Male,Bachelor,Finance,1,12.3,0.2,3522.0,9,1,3,21.3,4,3.1,0,3,3,0,0
8341,28.0,Female,Bachelor,Legal,1,4.1,3.1,3221.45,7,5,3,28.7,4,21.8,1,2,3,2,1
8342,38.0,Female,High School,IT,1,4.9,0.5,7274.26,10,7,4,27.2,4,16.8,2,4,3,2,0
8343,53.0,Male,Bachelor,Operations,2,3.8,0.2,4271.54,7,6,2,35.7,1,20.3,5,3,3,2,0
8344,55.0,Female,Bachelor,Sales,2,5.0,3.4,3205.21,8,6,4,43.9,3,0.1,3,4,3,0,0
8345,22.0,Male,Bachelor,Marketing,2,14.1,4.4,4962.7,5,6,4,39.6,4,14.0,0,3,4,0,1
8346,31.0,Female,High School,IT,3,10.9,2.0,4853.61,6,6,2,36.8,3,7.9,3,4,3,0,0
8347,31.0,Male,Master,Finance,5,2.7,1.4,7201.87,12,8,1,34.2,2,4.1,0,5,4,3,0
8348,26.0,Female,PhD,Finance,5,2.9,2.9,6196.59,6,3,3,39.8,3,0.1,6,4,3,0,0
8349,22.0,Male,PhD,Legal,1,2.7,1.6,6104.31,4,4,5,24.8,4,35.9,1,3,3,1,0
8350,48.0,Female,Master,Legal,3,7.4,1.6,3300.03,8,7,4,46.2,2,38.8,1,1,4,1,0
8351,49.0,Female,Master,Marketing,3,4.4,3.3,6377.78,9,7,4,37.3,3,13.0,1,4,4,1,0
8352,51.0,Female,High School,Legal,1,0.1,0.1,4250.4,12,4,3,42.2,3,11.7,3,1,4,1,0
8353,43.0,Male,PhD,HR,1,12.2,2.2,4202.85,10,4,3,43.5,3,14.8,2,5,2,0,0
8354,26.0,Male,Bachelor,Sales,3,3.5,3.5,3582.79,3,7,2,73.6,1,0.4,2,2,4,1,0
8355,25.0,Female,High School,Finance,5,3.1,3.1,5638.27,13,6,2,60.2,4,5.3,5,3,2,0,1
8356,36.0,Female,Bachelor,Engineering,2,0.1,0.1,5471.48,6,8,3,43.6,3,5.1,5,4,4,2,0
8357,50.0,Male,PhD,Sales,1,5.7,2.5,1824.56,6,3,1,38.1,3,16.3,5,4,5,3,0
8358,41.0,Male,PhD,IT,1,9.7,1.1,4698.87,5,8,5,33.7,5,4.6,0,3,2,2,0
8359,32.0,Female,PhD,Sales,4,5.4,0.1,6905.22,8,5,5,62.2,3,6.9,3,4,3,1,0
8360,35.0,Female,Bachelor,Finance,1,6.0,0.0,10387.595000000001,9,4,4,54.7,4,7.2,3,5,4,0,0
8361,46.0,Female,High School,HR,3,5.0,4.5,4551.27,11,10,5,31.3,4,35.3,2,4,4,2,0
8362,29.0,Male,Bachelor,Finance,1,16.0,1.7,4745.52,12,5,4,34.8,3,11.3,1,4,2,0,0
8363,32.0,Female,PhD,Legal,1,3.8,3.8,4714.14,4,4,3,53.8,2,3.6,1,2,3,0,0
8364,22.0,Female,Master,Operations,2,0.2,0.2,4496.85,9,5,4,25.4,1,3.1,0,1,3,2,0
8365,51.0,Female,PhD,Operations,2,0.6,0.6,4067.68,6,7,3,56.7,4,3.9,2,4,1,1,0
8366,52.0,Male,Master,Sales,2,2.0,1.0,2186.25,8,4,4,50.9,5,17.6,4,4,4,0,0
8367,37.0,Female,Master,Engineering,4,5.7,5.7,2129.31,6,6,3,27.6,4,1.7,5,1,4,1,0
8368,29.0,Female,Master,HR,1,17.0,1.7,4248.72,6,4,3,32.0,5,12.8,1,4,2,3,0
8369,45.0,Male,Master,HR,5,5.9,0.9,3209.6,9,3,5,22.1,2,21.8,2,3,2,2,0
8370,40.0,Female,Bachelor,Sales,3,3.2,1.3,3378.57,7,8,3,50.4,5,10.1,4,3,2,0,0
8371,25.0,Female,High School,Engineering,3,5.7,5.7,3119.15,10,9,3,38.5,4,4.6,3,4,2,1,0
8372,54.0,Male,Bachelor,Finance,1,3.1,1.4,8099.74,11,4,4,65.3,3,29.3,3,3,2,0,0
8373,47.0,Male,Bachelor,Marketing,2,1.6,0.2,4904.53,7,6,3,23.9,3,7.1,3,1,4,1,1
8374,25.0,Female,Bachelor,Marketing,3,5.9,2.5,9703.36,6,4,3,51.5,2,0.4,0,3,3,2,0
8375,36.0,Female,High School,Marketing,2,2.7,2.7,7304.35,11,9,4,38.8,5,8.3,2,5,3,1,0
8376,36.0,Female,Bachelor,Finance,1,4.6,0.2,5057.45,8,5,5,7.8,5,16.7,1,4,2,2,0
8377,60.0,Female,Bachelor,Finance,1,0.4,0.4,2502.42,7,6,4,16.2,4,1.8,1,3,4,1,0
8378,23.0,Male,Bachelor,Marketing,3,5.1,0.6,4869.89,8,3,4,55.1,2,21.4,1,2,3,1,0
8379,34.0,Male,High School,Operations,3,4.3,1.1,4110.84,5,6,4,61.0,3,0.9,1,4,3,1,0
8380,48.0,Non-binary,Bachelor,Marketing,2,7.2,2.9,3955.49,13,7,3,51.4,2,10.9,3,4,3,1,0
8381,33.0,Male,Bachelor,Marketing,1,0.8,0.7,2429.71,4,8,4,43.1,4,25.7,3,1,3,0,0
8382,45.0,Female,High School,IT,5,1.5,1.5,2766.26,7,3,3,17.8,5,0.2,1,3,4,3,1
8383,58.0,Female,Bachelor,HR,1,1.1,0.0,3585.37,7,7,4,45.4,3,1.6,4,3,4,2,0
8384,22.0,Female,Master,Sales,5,0.2,0.2,4585.4,8,7,3,15.2,1,2.1,5,2,3,3,0
8385,39.0,Female,Bachelor,Marketing,4,3.6,0.4,4857.72,8,6,3,20.0,3,0.3,4,5,3,1,0
8386,47.0,Female,Bachelor,Engineering,5,3.6,1.4,5876.73,7,4,4,41.1,1,44.45,3,4,4,2,0
8387,46.0,Female,High School,Marketing,2,8.5,4.2,3644.5,9,4,4,59.8,3,21.0,2,5,3,2,0
8388,35.0,Female,Master,HR,2,2.9,0.5,8052.66,8,5,3,21.6,3,5.3,4,4,3,1,1
8389,29.0,Male,Master,IT,2,5.1,2.3,7301.15,7,10,4,39.8,2,17.9,1,3,3,1,1
8390,22.0,Female,Master,Sales,5,7.0,0.2,5548.56,11,5,2,49.2,4,13.5,1,3,4,1,1
8391,58.0,Female,Master,Finance,1,0.7,0.7,6525.87,5,10,3,19.9,5,5.3,2,1,4,1,0
8392,58.0,Female,Bachelor,HR,1,6.7,6.7,5105.07,6,8,5,67.3,4,44.45,5,1,3,0,0
8393,43.0,Female,Bachelor,Marketing,1,1.6,1.6,7404.39,11,9,5,51.6,3,24.7,3,3,3,3,0
8394,35.0,Female,Master,IT,2,3.7,0.9,5269.13,12,8,4,52.8,3,7.5,2,4,1,1,1
8395,24.0,Female,Bachelor,Marketing,3,9.1,6.0,10387.595000000001,8,5,1,70.2,3,6.6,3,3,3,3,0
8396,30.0,Female,Master,Sales,2,3.8,0.1,5277.76,4,3,4,23.0,2,8.0,2,2,3,1,0
8397,38.0,Female,Master,Marketing,5,4.3,1.3,4165.6,11,4,4,36.2,1,36.9,2,3,3,2,0
8398,44.0,Male,Bachelor,Operations,3,11.7,2.4,6466.48,6,4,4,39.4,2,0.4,1,5,3,0,0
8399,37.0,Male,Bachelor,Legal,5,5.1,0.8,4799.92,7,7,4,4.3,1,7.0,5,4,2,0,1
8400,39.0,Male,Bachelor,IT,2,5.6,0.0,5649.44,8,5,4,46.6,4,11.5,4,4,4,0,1
8401,48.0,Female,PhD,Sales,1,9.2,3.1,6195.93,11,6,3,20.3,4,12.5,6,4,3,0,0
8402,55.0,Female,Master,HR,2,2.4,0.9,3379.12,10,6,4,26.1,3,22.7,2,1,3,3,0
8403,34.0,Female,Master,Operations,1,7.1,4.7,6060.85,5,7,3,56.1,5,36.6,3,5,4,1,0
8404,45.0,Male,Master,Marketing,3,7.1,7.1,7413.99,13,6,4,30.4,3,44.4,2,5,5,2,0
8405,58.0,Male,Bachelor,HR,4,3.3,1.3,3313.96,9,6,2,45.7,2,0.5,0,5,4,0,0
8406,57.0,Male,Master,Marketing,4,4.1,2.3,5982.26,5,5,4,22.5,4,6.4,2,3,4,1,0
8407,56.0,Male,Bachelor,Finance,3,2.1,2.1,3498.51,8,6,2,9.2,4,18.0,1,4,4,2,0
8408,60.0,Male,Master,Operations,5,7.2,2.3,6251.79,7,8,3,25.6,3,44.45,1,3,4,0,0
8409,22.0,Male,Master,Finance,2,3.0,1.3,4837.98,3,3,4,42.6,1,26.0,5,2,2,3,0
8410,56.0,Female,High School,IT,2,1.7,1.4,6476.08,4,10,3,42.4,1,14.8,9,4,1,0,0
8411,27.0,Female,Master,Engineering,3,3.1,0.6,4247.04,9,3,3,50.9,1,3.5,2,3,4,0,0
8412,34.0,Female,Bachelor,Sales,2,1.6,1.6,4877.07,10,7,5,57.7,4,17.5,2,3,3,2,0
8413,25.0,Male,High School,Operations,2,2.2,2.2,6263.31,5,6,5,22.1,3,4.5,2,3,4,2,0
8414,32.0,Male,Bachelor,IT,3,0.5,0.1,1857.43,8,3,4,30.8,3,1.2,1,3,4,0,0
8415,25.0,Female,PhD,Engineering,1,3.5,0.2,4795.71,6,9,4,17.9,3,6.4,1,4,4,0,0
8416,34.0,Female,Master,Marketing,2,0.7,0.7,1650.47,6,4,3,43.8,5,20.7,4,5,5,0,0
8417,49.0,Female,Master,Engineering,3,11.4,5.3,4017.44,10,8,3,16.7,3,1.0,2,2,4,0,0
8418,53.0,Female,Master,Sales,1,5.7,1.5,7372.9,1,4,4,16.3,1,3.4,2,3,3,0,0
8419,41.0,Male,Master,IT,2,0.1,0.1,6526.04,8,2,4,40.8,3,17.5,5,1,4,0,0
8420,26.0,Female,High School,HR,1,0.1,0.1,6021.2,9,6,4,19.5,3,0.3,0,3,4,3,0
8421,36.0,Female,High School,Operations,2,11.6,0.3,3738.04,10,9,3,37.8,3,14.0,1,2,2,2,0
8422,53.0,Non-binary,Bachelor,Engineering,1,20.9,1.0,3657.51,10,6,3,10.8,4,11.6,2,3,4,0,0
8423,23.0,Female,Master,IT,1,0.4,0.4,3872.75,5,8,3,31.4,4,3.4,2,3,4,0,0
8424,55.0,Male,High School,IT,4,1.7,1.7,5403.97,3,6,4,34.7,4,0.3,0,5,3,0,0
8425,38.0,Female,Bachelor,Finance,2,6.8,2.2,3880.21,8,2,3,20.6,3,18.6,2,5,3,0,1
8426,52.0,Female,High School,Marketing,4,9.5,2.4,3631.95,6,7,4,54.3,3,6.9,0,3,5,0,1
8427,54.0,Male,Bachelor,Legal,2,0.2,0.2,2950.51,3,7,5,37.8,5,4.4,1,3,4,1,0
8428,48.0,Female,Bachelor,Finance,4,10.1,1.5,2534.67,5,5,2,66.4,3,42.7,3,4,4,1,0
8429,26.0,Female,Bachelor,Legal,2,8.9,7.7,2805.97,8,4,3,40.1,4,0.8,1,4,3,3,1
8430,55.0,Male,Master,Operations,3,1.0,0.7,4742.04,10,3,5,29.1,3,10.2,2,4,5,0,0
8431,39.0,Male,Bachelor,Marketing,2,3.3,1.6,5346.71,8,9,3,48.2,3,2.3,5,4,4,1,1
8432,25.0,Female,Bachelor,Marketing,3,6.8,0.1,3302.57,5,5,3,16.5,4,4.0,2,5,3,2,0
8433,23.0,Male,Master,Finance,2,1.6,0.1,6275.7,6,7,2,30.0,3,7.2,3,3,3,0,0
8434,30.0,Female,Bachelor,Finance,3,7.1,2.4,6026.1,13,9,3,43.2,3,8.1,2,4,4,2,1
8435,45.0,Male,High School,Finance,3,2.6,2.6,7624.8,7,3,3,55.8,3,13.4,2,3,3,2,0
8436,42.0,Male,Master,Operations,2,0.5,0.5,4879.31,3,8,5,34.0,3,3.3,0,3,5,1,1
8437,40.0,Male,Bachelor,Marketing,1,3.0,2.9,3375.06,9,6,3,63.4,4,6.4,3,3,4,1,0
8438,38.0,Male,High School,Engineering,2,1.4,1.4,5894.85,10,5,3,48.6,4,23.6,1,5,4,2,0
8439,52.0,Female,Bachelor,Legal,1,4.8,4.8,5740.6,7,4,3,45.7,3,37.5,4,5,2,1,0
8440,44.0,Male,PhD,HR,3,0.1,0.1,7825.59,10,2,4,33.6,4,1.7,4,4,3,1,0
8441,23.0,Female,Master,IT,3,10.2,6.1,7390.66,9,2,4,46.7,4,20.5,4,3,3,0,0
8442,54.0,Female,Bachelor,Operations,2,5.2,1.2,5070.46,4,8,4,47.0,1,10.2,3,4,3,0,0
8443,33.0,Female,Master,Operations,1,1.6,1.6,2381.58,6,2,3,32.1,4,32.8,3,3,5,0,0
8444,47.0,Male,Master,Marketing,2,3.5,0.0,4233.94,12,6,3,56.5,3,2.2,3,3,3,2,0
8445,23.0,Female,Bachelor,HR,2,5.9,0.5,8510.13,5,4,3,54.8,2,42.3,2,3,4,2,1
8446,35.0,Male,High School,IT,1,0.2,0.2,7026.57,8,6,3,16.1,3,13.4,3,4,2,1,1
8447,36.0,Female,High School,Operations,2,6.0,0.4,5640.97,6,6,3,38.3,3,1.1,2,3,1,1,0
8448,35.0,Female,PhD,Engineering,2,0.0,0.0,3457.13,7,7,4,49.7,3,2.8,2,5,3,1,0
8449,56.0,Female,High School,Sales,2,5.1,0.3,6898.45,9,6,4,39.6,1,44.45,1,4,4,1,0
8450,38.0,Male,Master,Legal,2,0.5,0.5,2802.2,10,5,2,22.9,5,44.45,4,3,4,1,1
8451,55.0,Male,Bachelor,Marketing,1,3.0,2.4,7745.08,6,6,3,52.2,5,0.3,3,3,1,0,0
8452,35.0,Male,Bachelor,Engineering,2,2.5,2.5,1859.32,8,3,3,9.0,3,0.7,2,4,4,0,0
8453,32.0,Female,Bachelor,HR,1,4.7,1.4,4784.65,3,10,1,31.9,4,4.2,1,4,3,2,0
