age,gender,education,department,job_level,years_at_company,years_in_current_role,monthly_salary,overtime_hours_monthly,num_projects_completed,performance_rating,training_hours_yearly,work_life_balance_score,distance_from_home_km,num_companies_worked,job_satisfaction,relationship_with_manager,stock_option_level,ratio_salario_edad,antiguedad_satisfaccion,rango_edad
27,Female,Bachelor,Engineering,3,11.1,4.2,2997.2,8,9,3,64.2,4,3.7,1,1,3,3,111.0074074074074,11.1,joven
34,Female,Master,Sales,2,0.4,4.0,9795.14,13,3,3,46.5,2,20.7,10,1,4,0,288.09235294117644,0.4,adulto
22,Male,High School,Finance,1,2.3,1.4,6926.88,11,4,2,50.0,3,83.1,3,2,3,0,314.85818181818183,4.6,joven
41,Male,Bachelor,Finance,3,2.1,3.6,3558.77,6,3,3,55.3,3,17.6,1,4,5,0,86.79926829268292,8.4,adulto
22,Female,High School,Operations,1,1.3,2.3,2148.85,11,8,2,38.2,1,21.9,0,2,2,1,97.675,2.6,joven
43,Female,High School,Sales,3,2.1,3.2,7583.6,7,9,3,34.7,2,3.7,4,2,4,1,176.36279069767443,4.2,adulto
35,Female,High School,Marketing,5,6.8,3.5,3651.82,7,4,3,34.8,2,22.5,6,5,5,2,104.33771428571428,34.0,adulto
32,Male,Bachelor,HR,3,3.8,4.4,4083.03,9,4,3,23.5,4,7.1,1,4,1,0,127.5946875,15.2,adulto
22,Female,Bachelor,Operations,3,3.0,0.2,5554.2,8,6,3,63.0,2,1.9,4,3,5,0,252.4636363636364,9.0,joven
25,Male,Master,Finance,2,9.7,7.6,9919.02,3,3,2,55.8,2,7.6,2,4,3,3,396.7608,38.8,joven
38,Male,Bachelor,Legal,1,0.9,1.8,5021.5,13,5,3,33.4,2,5.0,3,3,2,1,132.14473684210526,2.7,adulto
39,Non-binary,Bachelor,Engineering,1,1.4,1.7,6658.1,9,3,2,43.3,3,0.1,4,4,2,0,170.72051282051282,5.6,adulto
38,Female,Bachelor,Marketing,2,0.7,0.1,4852.09,9,6,4,47.9,3,4.6,4,3,4,2,127.68657894736845,2.1,adulto
61,Female,Master,Operations,1,4.9,2.4,3298.59,9,8,1,43.1,4,3.2,3,4,4,1,54.07524590163935,19.6,senior
43,Female,Bachelor,Operations,2,0.8,7.7,4195.26,9,7,4,31.2,4,40.5,1,3,2,1,97.56418604651164,2.4000000000000004,adulto
27,Female,Master,Operations,3,1.7,2.2,4112.15,9,10,3,38.2,4,11.4,4,4,3,0,152.30185185185184,6.8,joven
52,Male,Bachelor,Sales,2,2.6,0.4,5377.91,9,7,4,48.1,4,15.4,4,4,4,2,103.42134615384614,10.4,maduro
56,Female,Master,Finance,1,5.3,1.3,4940.97,7,3,3,53.6,5,21.4,0,4,3,0,88.23160714285714,21.2,maduro
29,Male,Bachelor,Marketing,1,4.1,0.9,10940.3,5,6,4,48.4,2,5.9,6,2,4,1,377.25172413793103,8.2,joven
33,Female,Master,Sales,5,0.8,2.9,4744.31,3,5,4,37.8,3,0.4,2,2,4,1,143.7669696969697,1.6,adulto
49,Female,Bachelor,Finance,4,0.6,5.6,5119.57,9,12,2,35.0,2,9.8,1,4,5,2,104.48102040816326,2.4,maduro
56,Female,Bachelor,Operations,2,6.5,0.6,2609.13,5,6,5,28.1,5,16.0,3,1,3,1,46.59160714285714,6.5,maduro
26,Female,Bachelor,IT,4,1.5,0.5,3554.84,4,6,4,57.8,4,16.3,1,2,4,0,136.7246153846154,3.0,joven
30,Male,Bachelor,Engineering,3,1.0,0.1,2591.48,11,7,3,19.5,4,4.7,1,3,4,0,86.38266666666667,3.0,joven
37,Male,Master,Operations,2,1.8,6.0,3022.03,7,5,4,51.6,3,6.2,6,1,4,0,81.6764864864865,1.8,adulto
47,Female,Master,Finance,5,6.3,9.9,4985.87,6,8,3,36.2,3,14.9,1,3,4,2,106.08234042553192,18.9,maduro
33,Male,High School,IT,3,9.7,2.1,4235.03,5,5,4,42.2,3,16.9,1,4,4,1,128.3342424242424,38.8,adulto
30,Male,High School,Legal,2,5.6,2.7,6722.7,8,2,3,13.4,3,2.8,3,4,3,0,224.09,22.4,joven
28,Female,Bachelor,Finance,1,0.8,1.0,2532.83,9,3,4,46.3,3,2.2,2,3,5,0,90.45821428571428,2.4000000000000004,joven
54,Male,High School,Operations,1,1.5,4.8,7615.74,6,6,3,45.7,5,12.9,1,3,5,1,141.03222222222223,4.5,maduro
28,Female,Master,Legal,3,3.2,4.3,6877.19,5,6,3,36.9,3,18.8,4,5,5,0,245.61392857142852,16.0,joven
29,Male,High School,IT,1,0.0,1.2,2780.6,8,8,2,56.1,2,13.0,2,5,3,1,95.88275862068966,0.0,joven
33,Female,High School,Engineering,3,3.2,0.3,5881.91,5,4,4,30.2,4,3.7,3,2,4,2,178.23969696969698,6.4,adulto
39,Female,Master,Engineering,1,1.0,2.0,3602.53,4,5,2,73.0,5,47.3,9,4,3,1,92.37256410256413,4.0,adulto
56,Female,Master,Engineering,4,5.0,0.3,4992.28,7,5,4,39.4,1,3.4,1,2,3,1,89.14785714285713,10.0,maduro
49,Female,Bachelor,Legal,2,4.3,0.4,7744.49,12,1,4,29.9,3,63.6,1,2,3,1,158.0508163265306,8.6,maduro
48,Male,Master,Finance,1,15.0,2.4,3490.08,5,4,3,35.5,2,18.6,2,1,5,0,72.71,15.0,maduro
29,Male,Bachelor,Finance,2,7.9,4.5,3574.1,11,7,4,46.3,3,13.5,1,3,5,1,123.2448275862069,23.700000000000003,joven
30,Male,Master,Engineering,3,8.2,0.7,3287.66,6,5,3,22.8,2,0.7,2,3,2,1,109.58866666666668,24.6,joven
29,Female,High School,Marketing,1,2.0,0.2,4786.0,3,7,4,31.0,4,6.8,2,4,1,0,165.0344827586207,8.0,joven
27,Male,Master,Operations,3,0.6,0.1,8466.85,7,3,2,17.9,3,30.9,3,5,3,1,313.5870370370371,3.0,joven
48,Male,Bachelor,Sales,1,0.8,0.8,4443.43,3,7,3,62.1,3,26.6,3,4,3,0,92.57145833333334,3.2,maduro
37,Male,Master,Finance,5,1.8,2.5,7136.21,8,8,5,32.4,3,4.3,0,3,2,0,192.87054054054053,5.4,adulto
32,Non-binary,Master,Operations,5,1.7,1.0,6082.78,12,3,3,20.4,2,8.3,1,3,1,1,190.086875,5.1,adulto
49,Male,Bachelor,Marketing,2,4.5,0.9,1956.8062,7,10,3,26.4,3,2.8,2,3,4,2,39.93482040816326,13.5,maduro
59,Female,Bachelor,Legal,1,18.9,3.8,4012.02,6,9,5,58.6,1,6.5,2,4,4,0,68.00033898305085,75.6,maduro
38,Male,Bachelor,IT,1,7.0,0.6,3655.93,4,8,3,29.0,1,23.9,4,4,3,0,96.20868421052631,28.0,adulto
52,Male,Master,Marketing,2,9.4,0.2,7867.68,7,8,3,25.1,3,5.3,3,3,4,0,151.30153846153846,28.200000000000003,maduro
41,Non-binary,Master,Operations,2,8.6,4.9,3529.25,10,6,4,46.2,2,12.0,2,3,3,2,86.07926829268293,25.8,adulto
48,Male,Bachelor,Legal,1,0.5,0.1,5638.86,7,3,2,44.8,3,6.5,0,1,3,1,117.47625,0.5,maduro
53,Male,High School,IT,1,0.2,3.0,3649.05,10,7,3,71.0,5,30.8,4,3,3,1,68.85000000000001,0.6000000000000001,maduro
51,Female,Bachelor,HR,2,3.5,0.0,6858.98,6,4,3,42.9,3,2.5,5,1,5,0,134.4898039215686,3.5,maduro
32,Female,Bachelor,Finance,1,2.5,0.9,4688.81,10,4,3,35.4,3,12.9,2,4,4,0,146.5253125,10.0,adulto
34,Male,Bachelor,IT,1,4.4,1.0,4091.23,7,3,2,79.6,4,12.1,3,3,3,2,120.33029411764706,13.2,adulto
27,Male,Bachelor,Finance,5,17.0,0.2,8417.47,2,4,4,36.5,2,7.7,4,5,3,1,311.7581481481481,85.0,joven
61,Male,High School,Engineering,2,10.9,0.1,6123.84,6,5,2,34.5,3,32.0,1,3,3,0,100.39081967213114,32.7,senior
58,Male,High School,Operations,3,2.4,0.1,4707.64,6,8,1,30.1,3,4.2,3,3,4,1,81.16620689655173,7.199999999999999,maduro
39,Female,Bachelor,IT,1,0.9,5.3,3531.14,4,8,5,22.3,4,9.4,5,4,3,0,90.54205128205128,3.6,adulto
60,Male,Bachelor,Legal,1,5.0,5.0,4531.96,6,5,5,54.6,3,14.7,4,4,4,3,75.53266666666667,20.0,maduro
51,Male,Bachelor,IT,1,3.2,0.6,8646.6,14,6,3,45.2,3,18.6,2,5,4,1,169.54117647058823,16.0,maduro
28,Male,Master,Engineering,1,3.2,1.5,1956.8062,4,9,2,23.1,5,60.5,2,4,4,0,69.88593571428571,12.8,joven
39,Female,Bachelor,Legal,2,8.9,0.7,5817.46,5,5,3,39.6,3,8.7,2,3,3,0,149.16564102564104,26.700000000000003,adulto
36,Male,PhD,Sales,3,0.3,2.0,7897.9,8,2,3,27.1,3,23.9,1,4,3,0,219.3861111111111,1.2,adulto
24,Male,Bachelor,IT,4,2.2,0.1,2129.93,3,5,4,32.3,3,22.8,2,1,4,1,88.74708333333332,2.2,joven
52,Female,Bachelor,Sales,1,7.3,2.7,4324.42,7,7,4,49.1,2,25.3,3,3,3,0,83.16192307692307,21.9,maduro
40,Female,Bachelor,Operations,3,2.1,3.1,5431.22,8,10,3,24.0,3,19.6,4,5,3,3,135.78050000000002,10.5,adulto
22,Female,Master,Operations,4,10.0,12.2,4013.22,6,3,5,10.0,4,4.8,1,3,4,2,182.4190909090909,30.0,joven
53,Male,High School,Engineering,4,10.3,2.4,4934.56,10,7,4,43.1,3,15.7,3,1,3,2,93.10490566037736,10.3,maduro
36,Male,PhD,Legal,5,7.0,0.7,5733.69,6,9,3,36.8,4,31.1,1,5,2,1,159.26916666666665,35.0,adulto
54,Female,Bachelor,Sales,3,4.0,1.2,7331.51,5,4,4,18.7,3,29.1,3,3,5,0,135.76870370370372,12.0,maduro
31,Male,Bachelor,Finance,2,4.7,3.5,2455.69,8,9,4,53.3,3,5.1,1,3,5,1,79.2158064516129,14.1,adulto
54,Male,Master,HR,5,9.3,2.7,4097.62,6,9,2,45.3,4,3.9,1,4,3,0,75.88185185185185,37.2,maduro
39,Male,High School,Legal,2,2.1,2.0,8409.64,7,3,2,0.0,3,1.3,0,2,4,1,215.63179487179485,4.2,adulto
49,Female,Bachelor,IT,2,2.3,2.2,3201.9,5,2,3,50.4,4,15.3,3,4,4,1,65.34489795918367,9.2,maduro
29,Female,High School,Operations,3,2.5,4.4,3553.13,12,9,3,48.0,4,10.6,1,5,4,0,122.52172413793105,12.5,joven
39,Female,Bachelor,Legal,5,0.8,10.0,4301.5,9,2,3,30.3,5,8.2,1,3,3,0,110.2948717948718,2.4000000000000004,adulto
58,Female,Bachelor,HR,2,1.5,3.7,3158.99,4,10,4,7.3,3,25.7,2,3,5,2,54.4653448275862,4.5,maduro
39,Female,Bachelor,Engineering,2,11.1,1.2,9094.09,7,8,4,15.1,4,41.7,2,5,4,1,233.1817948717949,55.5,adulto
52,Female,Bachelor,Sales,3,0.3,0.3,3867.21,14,7,1,63.7,4,2.2,1,3,3,1,74.36942307692308,0.8999999999999999,maduro
36,Male,Bachelor,HR,1,8.6,9.3,2763.59,6,10,2,55.4,3,4.4,6,1,4,0,76.7663888888889,8.6,adulto
48,Female,Bachelor,Operations,3,1.5,0.3,4629.0,6,7,4,39.3,5,19.8,4,5,3,2,96.4375,7.5,maduro
24,Male,Bachelor,Sales,1,1.9,2.1,2774.06,13,5,3,36.6,2,40.3,1,4,3,2,115.58583333333333,7.6,joven
49,Male,Master,Finance,2,8.7,1.1,4095.57,7,9,4,64.8,3,7.8,2,4,4,0,83.5830612244898,34.8,maduro
53,Male,High School,IT,3,15.4,5.1,6222.35,20,9,2,39.2,4,14.3,4,1,2,2,117.40283018867925,15.4,maduro
39,Female,Bachelor,IT,5,1.8,0.2,3611.62,7,7,4,49.9,2,0.7,4,3,4,0,92.60564102564102,5.4,adulto
22,Male,Bachelor,IT,3,0.8,2.1,3725.76,4,5,3,21.5,4,13.9,1,1,4,0,169.3527272727273,0.8,joven
61,Female,Bachelor,Legal,3,1.4,1.9,2925.02,4,1,3,19.6,5,8.1,0,4,5,2,47.951147540983605,5.6,senior
33,Female,Master,IT,5,6.6,0.7,4522.1,10,4,4,32.6,2,9.5,2,3,3,2,137.03333333333333,19.8,adulto
29,Male,PhD,Sales,4,6.1,1.1,8676.24,4,5,1,31.6,1,10.3,2,4,3,0,299.1806896551724,24.4,joven
43,Male,Bachelor,HR,2,6.1,0.3,6058.47,4,5,3,24.1,5,8.6,2,3,4,0,140.8946511627907,18.3,adulto
60,Female,Bachelor,Finance,1,0.6,0.4,3905.54,7,8,1,35.8,4,2.9,6,2,2,1,65.09233333333333,1.2,maduro
22,Male,Master,Operations,2,17.5,1.3,5939.88,9,6,1,25.9,3,38.4,2,4,3,0,269.99454545454546,70.0,joven
33,Male,Master,Finance,3,5.1,8.9,7539.73,6,5,4,48.9,4,4.4,2,2,4,1,228.47666666666663,10.2,adulto
52,Male,Bachelor,Finance,2,1.8,0.6,7073.82,8,0,3,50.1,2,6.4,4,3,5,0,136.035,5.4,maduro
40,Female,PhD,Sales,1,3.9,4.6,8247.25,5,9,4,21.8,2,18.8,5,5,4,0,206.18125,19.5,adulto
56,Female,Master,Operations,3,4.6,4.2,5157.44,10,7,5,29.4,4,10.3,1,2,4,2,92.09714285714286,9.2,maduro
22,Male,High School,Sales,3,9.8,3.6,8692.8,14,6,3,41.8,4,8.4,4,2,4,1,395.1272727272727,19.6,joven
